_id,anno,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_cliente,segmento,tipo_de_trafico,tipo_de_contrato,tipo_de_linea,tipo_de_mensaje,tipo_de_trafico_de_mensaje,tecnologia_de_acceso,velocidad_baf,tipo_de_oferta,tipo_de_tarifa,tipo_de_ce_minorista,tipo_de_circuito,tipo_de_emision,tipo_de_operador,tipo_de_medio,tipo_de_publicidad,tipo_de_contratacion,tipo_servicio_audiovisual_mayorista,tipo_de_ba_may,tipo_de_interconexion,tipo_de_tarificacion_en_interconexion,tipo_de_transmision_de_datos,tipo_de_ambito,tipo_de_acceso_de_infraestructuras,unidades,ingresos,ingresos_por_operador,clientes,clientes_por_operador,lineas_o_accesos,tasa_de_penetracion,lineas_o_accesos_por_operador,portabilidades,trafico,trafico_por_operador,mensajes,mensajes_por_operador_1,trafico_de_datos,trafico_de_datos_por_operador,circuitos,publicidad,contrataciones,fibra_oscura_por_operador,telefonos_publicos,cabinas,estaciones_base_por_operador
11163,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,58.06,,,,,,,,,,,,,,,,,,,,
11164,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ATM,N/A,N/A,Millones de euros,4.57,,,,,,,,,,,,,,,,,,,,
11165,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Frame Relay,N/A,N/A,Millones de euros,4.39,,,,,,,,,,,,,,,,,,,,
11166,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Otras líneas,N/A,N/A,Millones de euros,56.5,,,,,,,,,,,,,,,,,,,,
11167,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RDSI,N/A,N/A,Millones de euros,0.15,,,,,,,,,,,,,,,,,,,,
11168,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redes IP,N/A,N/A,Millones de euros,659.67,,,,,,,,,,,,,,,,,,,,
11169,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redes VSAT,N/A,N/A,Millones de euros,2.3,,,,,,,,,,,,,,,,,,,,
11170,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Servicios de información,N/A,N/A,Millones de euros,46.97,,,,,,,,,,,,,,,,,,,,
11171,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,13.78,,,,,,,,,,,,,,,,,,,
11172,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,54.83,,,,,,,,,,,,,,,,,,,
11173,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,20.4,,,,,,,,,,,,,,,,,,,
11174,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,4.45,,,,,,,,,,,,,,,,,,,
11175,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,65.47,,,,,,,,,,,,,,,,,,,
11176,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,3.04,,,,,,,,,,,,,,,,,,,
11177,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,3.01,,,,,,,,,,,,,,,,,,,
11178,2020,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,113.27,,,,,,,,,,,,,,,,,,,
11179,2020,España,Servicio minorista,Otros minorista,Ingresos,N/A,Datáfono,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1.85,1.85,,,,,,,,,,,,,,,,,,,
11180,2020,España,Servicio minorista,Otros minorista,Ingresos,N/A,Otros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,760.93,760.93,,,,,,,,,,,,,,,,,,,
11181,2020,España,Servicio minorista,Otros minorista,Ingresos,N/A,Reventa de servicio telefónico fijo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,8.61,8.61,,,,,,,,,,,,,,,,,,,
11182,2020,España,Servicio minorista,Otros minorista,Ingresos,N/A,Servicios de tarificación adicional basados en el envío de mensajes SMS y/o MMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,5.79,5.79,,,,,,,,,,,,,,,,,,,
11183,2020,España,Servicio minorista,Otros minorista,Ingresos,N/A,Servicios de voz sobre Internet  y centralitas virtuales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,28.31,28.31,,,,,,,,,,,,,,,,,,,
11184,2020,España,Servicio minorista,Otros minorista,Ingresos,N/A,Servicios marítimos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.18,0.18,,,,,,,,,,,,,,,,,,,
11185,2020,España,Servicio minorista,Telefonía fija,Clientes,Digi,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,72787.0,,,,,,,,,,,,,,,,,
11186,2020,España,Servicio minorista,Telefonía fija,Clientes,Euskaltel,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,580019.0,,,,,,,,,,,,,,,,,
11187,2020,España,Servicio minorista,Telefonía fija,Clientes,Euskaltel,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,8715.0,,,,,,,,,,,,,,,,,
11188,2020,España,Servicio minorista,Telefonía fija,Clientes,Grupo MASMOVIL,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,1602131.0,,,,,,,,,,,,,,,,,
11189,2020,España,Servicio minorista,Telefonía fija,Clientes,Grupo MASMOVIL,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,10579.0,,,,,,,,,,,,,,,,,
11190,2020,España,Servicio minorista,Telefonía fija,Clientes,Movistar,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,5720034.0,,,,,,,,,,,,,,,,,
11191,2020,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso directo,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,2485320.0,,,,,,,,,,,,,,,,,,
11192,2020,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso directo,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,13030732.0,,,,,,,,,,,,,,,,,,
11193,2020,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso indirecto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,46954.0,,,,,,,,,,,,,,,,,,
11194,2020,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso indirecto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,227350.0,,,,,,,,,,,,,,,,,,
11195,2020,España,Servicio minorista,Telefonía fija,Clientes,Orange,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,3684113.0,,,,,,,,,,,,,,,,,
11196,2020,España,Servicio minorista,Telefonía fija,Clientes,Orange,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,244191.0,,,,,,,,,,,,,,,,,
11197,2020,España,Servicio minorista,Telefonía fija,Clientes,Resto,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,248100.0,,,,,,,,,,,,,,,,,
11198,2020,España,Servicio minorista,Telefonía fija,Clientes,Resto,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,3647.0,,,,,,,,,,,,,,,,,
11199,2020,España,Servicio minorista,Telefonía fija,Clientes,Vodafone,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,3608868.0,,,,,,,,,,,,,,,,,
11200,2020,España,Servicio minorista,Telefonía fija,Clientes,Vodafone,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,7172.0,,,,,,,,,,,,,,,,,
11201,2020,España,Servicio minorista,Telefonía fija,Ingresos,Digi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,1.45,,,,,,,,,,,,,,,,,,,
11202,2020,España,Servicio minorista,Telefonía fija,Ingresos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,151.0,,,,,,,,,,,,,,,,,,,
11203,2020,España,Servicio minorista,Telefonía fija,Ingresos,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,149.9,,,,,,,,,,,,,,,,,,,
11204,2020,España,Servicio minorista,Telefonía fija,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,951.17,,,,,,,,,,,,,,,,,,,
11205,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Otros,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,47.62,,,,,,,,,,,,,,,,,,,,
11206,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Otros,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,60.87,,,,,,,,,,,,,,,,,,,,
11207,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,98.09,,,,,,,,,,,,,,,,,,,,
11208,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,64.9,,,,,,,,,,,,,,,,,,,,
11209,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,18.07,,,,,,,,,,,,,,,,,,,,
11210,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,128.78,,,,,,,,,,,,,,,,,,,,
11211,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,304.88,,,,,,,,,,,,,,,,,,,,
11212,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,5.57,,,,,,,,,,,,,,,,,,,,
11213,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,263.56,,,,,,,,,,,,,,,,,,,,
11214,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,25.52,,,,,,,,,,,,,,,,,,,,
11215,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,17.52,,,,,,,,,,,,,,,,,,,,
11216,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,136.35,,,,,,,,,,,,,,,,,,,,
11217,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,578.39,,,,,,,,,,,,,,,,,,,,
11218,2020,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,19.42,,,,,,,,,,,,,,,,,,,,
11219,2020,España,Servicio minorista,Telefonía fija,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,138.11,,,,,,,,,,,,,,,,,,,
11220,2020,España,Servicio minorista,Telefonía fija,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,37.95,,,,,,,,,,,,,,,,,,,
11221,2020,España,Servicio minorista,Telefonía fija,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,339.99,,,,,,,,,,,,,,,,,,,
11222,2020,España,Servicio minorista,Telefonía fija,Líneas,Digi,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,72787.0,,,,,,,,,,,,,,
11223,2020,España,Servicio minorista,Telefonía fija,Líneas,Euskaltel,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,232580.0,,,,,,,,,,,,,,
11224,2020,España,Servicio minorista,Telefonía fija,Líneas,Euskaltel,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,491945.0,,,,,,,,,,,,,,
11225,2020,España,Servicio minorista,Telefonía fija,Líneas,Grupo MASMOVIL,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,36023.0,,,,,,,,,,,,,,
11226,2020,España,Servicio minorista,Telefonía fija,Líneas,Grupo MASMOVIL,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,1597976.0,,,,,,,,,,,,,,
11227,2020,España,Servicio minorista,Telefonía fija,Líneas,Movistar,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,3313673.0,,,,,,,,,,,,,,
11228,2020,España,Servicio minorista,Telefonía fija,Líneas,Movistar,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,5172677.0,,,,,,,,,,,,,,
11229,2020,España,Servicio minorista,Telefonía fija,Líneas,N/A,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,5863853.0,12.4,,,,,,,,,,,,,,,
11230,2020,España,Servicio minorista,Telefonía fija,Líneas,N/A,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,13591805.0,28.7,,,,,,,,,,,,,,,
11231,2020,España,Servicio minorista,Telefonía fija,Líneas,Orange,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,489156.0,,,,,,,,,,,,,,
11232,2020,España,Servicio minorista,Telefonía fija,Líneas,Orange,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,3377479.0,,,,,,,,,,,,,,
11233,2020,España,Servicio minorista,Telefonía fija,Líneas,Resto,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,225386.0,,,,,,,,,,,,,,
11234,2020,España,Servicio minorista,Telefonía fija,Líneas,Resto,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,198886.0,,,,,,,,,,,,,,
11235,2020,España,Servicio minorista,Telefonía fija,Líneas,Vodafone,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,1567035.0,,,,,,,,,,,,,,
11236,2020,España,Servicio minorista,Telefonía fija,Líneas,Vodafone,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,2680055.0,,,,,,,,,,,,,,
11237,2020,España,Servicio minorista,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,,2113811.0,,,,,,,,,,,,,
11238,2020,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Digi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,63.31,,,,,,,,,,,
11239,2020,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,1072.84,,,,,,,,,,,
