_id,anno,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_cliente,segmento,tipo_de_trafico,tipo_de_contrato,tipo_de_linea,tipo_de_mensaje,tipo_de_trafico_de_mensaje,tecnologia_de_acceso,velocidad_baf,tipo_de_oferta,tipo_de_tarifa,tipo_de_ce_minorista,tipo_de_circuito,tipo_de_emision,tipo_de_operador,tipo_de_medio,tipo_de_publicidad,tipo_de_contratacion,tipo_servicio_audiovisual_mayorista,tipo_de_ba_may,tipo_de_interconexion,tipo_de_tarificacion_en_interconexion,tipo_de_transmision_de_datos,tipo_de_ambito,tipo_de_acceso_de_infraestructuras,unidades,ingresos,ingresos_por_operador,clientes,clientes_por_operador,lineas_o_accesos,tasa_de_penetracion,lineas_o_accesos_por_operador,portabilidades,trafico,trafico_por_operador,mensajes,mensajes_por_operador_1,trafico_de_datos,trafico_de_datos_por_operador,circuitos,publicidad,contrataciones,fibra_oscura_por_operador,telefonos_publicos,cabinas,estaciones_base_por_operador
2486,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - mensajes cortos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Terminación,N/A,N/A,Internacional,N/A,millones de mensajes,,,,,,,,,,,544.21,,,,,,,,,,
2487,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - mensajes cortos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Terminación,N/A,N/A,Nacional,N/A,millones de mensajes,,,,,,,,,,,3473.83,,,,,,,,,,
2488,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - mensajes cortos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de mensajes,,,,,,,,,,,,1014.88,,,,,,,,,
2489,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - mensajes cortos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de mensajes,,,,,,,,,,,,15.73,,,,,,,,,
2490,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - mensajes cortos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de mensajes,,,,,,,,,,,,1879.18,,,,,,,,,
2491,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - mensajes cortos,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de mensajes,,,,,,,,,,,,24.89,,,,,,,,,
2492,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,12620.28,,,,,,,,,,,
2493,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Acceso,N/A,N/A,Acceso 900,N/A,millones de minutos,,,,,,,,,240.03,,,,,,,,,,,,
2494,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Acceso,N/A,N/A,Terceros operadores - Voz,N/A,millones de minutos,,,,,,,,,750.79,,,,,,,,,,,,
2495,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Itinerancia de clientes de redes extranjeras,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,843.58,,,,,,,,,,,,
2496,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Otros servicios de interconexión,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,58.36,,,,,,,,,,,,
2497,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Terminación,N/A,N/A,Internacional,N/A,millones de minutos,,,,,,,,,1603.9,,,,,,,,,,,,
2498,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Terminación,N/A,N/A,Nacional,N/A,millones de minutos,,,,,,,,,26227.19,,,,,,,,,,,,
2499,2007,España,Servicio mayorista,Interconexión móvil,Tráfico - minutos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tránsito,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,616.13,,,,,,,,,,,,
