_id,mes,pais,servicio,concepto,operador,segmento,tecnologia_de_acceso,contrato,terminal_de_telefonia_movil,linea_ba_movil,tipo_de_ba_mayorista,tipo_de_portabilidad,unidades,lineas,tasa_de_penetracion,portabilidades
1631,2010-01,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,287429.0,0.6,
1632,2010-01,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,79033.0,0.2,
1633,2010-01,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,606611.0,1.3,
1634,2010-01,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5697517.0,12.3,
1635,2010-01,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,8985061.0,19.3,
1636,2010-01,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,278609.0,0.6,
1637,2010-01,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1817224.0,3.9,
1638,2010-01,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,56404.0,0.1,
1639,2010-01,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,508993.0,1.1,
1640,2010-01,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,107653.0,0.2,
1641,2010-01,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,290315.0,0.6,
1642,2010-01,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,455126.0,1.0,
1643,2010-01,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,623857.0,1.3,
1644,2010-01,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,121132.0
1645,2010-01,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13482612.0,29.0,
1646,2010-01,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8491019.0,18.3,
1647,2010-01,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,1891541.0,4.1,
1648,2010-01,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,501215.0,1.1,
1649,2010-01,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,911925.0,2.0,
1650,2010-01,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6128818.0,13.2,
1651,2010-01,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4316658.0,9.3,
1652,2010-01,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9454942.0,20.3,
1653,2010-01,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6120679.0,13.2,
1654,2010-01,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,711888.0,1.5,
1655,2010-01,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,618961.0,1.3,
1656,2010-01,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,48.0
1657,2010-01,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,27.0
1658,2010-01,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,156293.0
1659,2010-01,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,112506.0
1660,2010-01,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,10519.0
1661,2010-01,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,21821.0
1662,2010-01,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,87093.0
1663,2010-01,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,95810.0
1664,2010-01,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,119623.0
1665,2010-01,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,94005.0
1666,2010-01,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,12279.0
1667,2010-01,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,61686.0
1668,2010-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,404776.0,,
1669,2010-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,1810798.0,,
1670,2010-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,372183.0,,
1671,2010-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,27109.0,,
1672,2010-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,210712.0,0.5,
1673,2010-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,16596.0,0.0,
1674,2010-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,5446743.0,11.7,
1675,2010-02,España,Banda ancha fija minorista,Líneas,Ono,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1393174.0,3.0,
1676,2010-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3323.0,0.0,
1677,2010-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,274737.0,0.6,
1678,2010-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2614866.0,5.6,
1679,2010-02,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,2091452.0,4.5,
1680,2010-02,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,85515.0,0.2,
1681,2010-02,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,287182.0,0.6,
1682,2010-02,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,75092.0,0.2,
1683,2010-02,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,630118.0,1.4,
1684,2010-02,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5673687.0,12.2,
1685,2010-02,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,8919888.0,19.2,
1686,2010-02,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,277906.0,0.6,
1687,2010-02,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1818485.0,3.9,
1688,2010-02,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,57259.0,0.1,
1689,2010-02,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,529329.0,1.1,
1690,2010-02,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,108353.0,0.2,
1691,2010-02,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,291586.0,0.6,
1692,2010-02,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,464889.0,1.0,
1693,2010-02,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,647076.0,1.4,
1694,2010-02,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,151508.0
1695,2010-02,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13487330.0,29.0,
1696,2010-02,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8169941.0,17.6,
1697,2010-02,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,1926346.0,4.1,
1698,2010-02,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,517446.0,1.1,
1699,2010-02,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,876456.0,1.9,
1700,2010-02,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6143776.0,13.2,
1701,2010-02,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4231887.0,9.1,
1702,2010-02,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9451439.0,20.3,
1703,2010-02,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6069742.0,13.1,
1704,2010-02,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,753059.0,1.6,
1705,2010-02,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,671909.0,1.4,
1706,2010-02,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,111.0
1707,2010-02,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,22.0
1708,2010-02,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,150823.0
1709,2010-02,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,126148.0
1710,2010-02,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,11468.0
1711,2010-02,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,19597.0
1712,2010-02,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,88203.0
1713,2010-02,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,107638.0
1714,2010-02,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,130617.0
1715,2010-02,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,87635.0
1716,2010-02,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,13528.0
1717,2010-02,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,53710.0
1718,2010-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,380227.0,,
1719,2010-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,1880463.0,,
1720,2010-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,398200.0,,
1721,2010-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,25330.0,,
1722,2010-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,211575.0,0.5,
1723,2010-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,19855.0,0.0,
1724,2010-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,5455929.0,11.7,
1725,2010-03,España,Banda ancha fija minorista,Líneas,Ono,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1400024.0,3.0,
1726,2010-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,5150.0,0.0,
1727,2010-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,277628.0,0.6,
1728,2010-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2684220.0,5.8,
1729,2010-03,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,2209569.0,4.8,
1730,2010-03,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,86073.0,0.2,
1731,2010-03,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,287340.0,0.6,
1732,2010-03,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,80174.0,0.2,
1733,2010-03,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,657168.0,1.4,
1734,2010-03,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5643157.0,12.1,
1735,2010-03,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,8818442.0,19.0,
1736,2010-03,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,283539.0,0.6,
1737,2010-03,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1825467.0,3.9,
1738,2010-03,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,56977.0,0.1,
1739,2010-03,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,570573.0,1.2,
1740,2010-03,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,109235.0,0.2,
1741,2010-03,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,292914.0,0.6,
1742,2010-03,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,475260.0,1.0,
1743,2010-03,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,685119.0,1.5,
1744,2010-03,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,169994.0
1745,2010-03,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13479067.0,29.0,
1746,2010-03,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8164561.0,17.6,
1747,2010-03,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,1940272.0,4.2,
1748,2010-03,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,538606.0,1.2,
1749,2010-03,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,892309.0,1.9,
1750,2010-03,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6178460.0,13.3,
1751,2010-03,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4075712.0,8.8,
1752,2010-03,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9463823.0,20.4,
1753,2010-03,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6028478.0,13.0,
1754,2010-03,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,798700.0,1.7,
1755,2010-03,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,680994.0,1.5,
1756,2010-03,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,168.0
1757,2010-03,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,66.0
1758,2010-03,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,168404.0
1759,2010-03,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,132603.0
1760,2010-03,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,13093.0
1761,2010-03,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,20810.0
1762,2010-03,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,92991.0
1763,2010-03,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,120744.0
1764,2010-03,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,139124.0
1765,2010-03,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,94121.0
1766,2010-03,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,14654.0
1767,2010-03,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,60090.0
1768,2010-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,359530.0,,
