_id,mes,pais,servicio,concepto,operador,segmento,tecnologia_de_acceso,contrato,terminal_de_telefonia_movil,linea_ba_movil,tipo_de_ba_mayorista,tipo_de_portabilidad,unidades,lineas,tasa_de_penetracion,portabilidades
10351,2021-01,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,498605.0,1.1,
10352,2021-01,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,35934.0,0.1,
10353,2021-01,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1620142.0,3.4,
10354,2021-01,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3303444.0,7.0,
10355,2021-01,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5138741.0,10.8,
10356,2021-01,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,488051.0,1.0,
10357,2021-01,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3375198.0,7.1,
10358,2021-01,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1545017.0,3.3,
10359,2021-01,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2663027.0,5.6,
10360,2021-01,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,163237.0
10361,2021-01,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,790726.0,1.7,
10362,2021-01,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1718669.0,3.6,
10363,2021-01,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6484676.0,13.7,
10364,2021-01,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,3096245.0,6.5,
10365,2021-01,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,15351892.0,32.4,
10366,2021-01,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,924379.0,2.0,
10367,2021-01,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,7774977.0,16.4,
10368,2021-01,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1325070.0,2.8,
10369,2021-01,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,19915.0,0.0,
10370,2021-01,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,11035814.0,23.3,
10371,2021-01,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1889706.0,4.0,
10372,2021-01,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,10535545.0,22.2,
10373,2021-01,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1703781.0,3.6,
10374,2021-01,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,16462.0
10375,2021-01,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,34393.0
10376,2021-01,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,121557.0
10377,2021-01,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,134218.0
10378,2021-01,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,119975.0
10379,2021-01,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,72982.0
10380,2021-01,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,33027.0
10381,2021-01,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,59607.0
10382,2021-01,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,136457.0
10383,2021-01,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,131499.0
10384,2021-01,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,155021.0
10385,2021-01,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,149800.0
10386,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre FTTH,N/A,Unidades,888258.0,,
10387,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre HFC,N/A,Unidades,7621.0,,
10388,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Accesos indirecto sobre par de cobre,N/A,Unidades,107041.0,,
10389,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,9864.0,,
10390,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,576689.0,,
10391,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,135744.0,,
10392,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA cobre,N/A,Unidades,57268.0,,
10393,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA FTTH,N/A,Unidades,908509.0,,
10394,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA Local,N/A,Unidades,1758093.0,,
10395,2021-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,5065.0,,
10396,2021-02,España,Banda ancha fija minorista,Líneas,Digi,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,230096.0,0.5,
10397,2021-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,142181.0,0.3,
10398,2021-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,547014.0,1.2,
10399,2021-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,374.0,0.0,
10400,2021-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,14330.0,0.0,
10401,2021-02,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,1824058.0,3.8,
10402,2021-02,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,109303.0,0.2,
10403,2021-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,4638979.0,9.8,
10404,2021-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,252338.0,0.5,
10405,2021-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,950747.0,2.0,
10406,2021-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3380723.0,7.1,
10407,2021-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,7317.0,0.0,
10408,2021-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,324.0,0.0,
10409,2021-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,503155.0,1.1,
10410,2021-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3284.0,0.0,
10411,2021-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,970.0,0.0,
10412,2021-02,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,1490186.0,3.1,
10413,2021-02,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1575087.0,3.3,
10414,2021-02,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,134247.0,0.3,
10415,2021-02,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,827545.0,1.7,
10416,2021-02,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1535433.0,3.2,
10417,2021-02,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,5695853.0,12.0,
10418,2021-02,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1445571.0,3.0,
10419,2021-02,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,13930504.0,29.4,
10420,2021-02,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,154861.0,0.3,
10421,2021-02,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1387765.0,2.9,
10422,2021-02,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1303605.0,2.8,
10423,2021-02,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,19846.0,0.0,
10424,2021-02,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9870634.0,20.8,
10425,2021-02,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1095135.0,2.3,
10426,2021-02,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9903721.0,20.9,
10427,2021-02,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1441347.0,3.0,
10428,2021-02,España,Telefonía fija,Líneas,Digi,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,82185.0,0.2,
10429,2021-02,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,226901.0,0.5,
10430,2021-02,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,499546.0,1.1,
10431,2021-02,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,35825.0,0.1,
10432,2021-02,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1647200.0,3.5,
10433,2021-02,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3288868.0,6.9,
10434,2021-02,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5115537.0,10.8,
10435,2021-02,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,486248.0,1.0,
10436,2021-02,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3368169.0,7.1,
10437,2021-02,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1527543.0,3.2,
10438,2021-02,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2639116.0,5.6,
10439,2021-02,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,202632.0
10440,2021-02,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,827549.0,1.7,
10441,2021-02,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1724960.0,3.6,
10442,2021-02,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6550263.0,13.8,
10443,2021-02,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,3043813.0,6.4,
10444,2021-02,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,15318824.0,32.3,
10445,2021-02,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,910085.0,1.9,
10446,2021-02,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,7855320.0,16.6,
10447,2021-02,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1346207.0,2.8,
10448,2021-02,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,19846.0,0.0,
10449,2021-02,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,11028902.0,23.3,
10450,2021-02,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1860112.0,3.9,
10451,2021-02,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,10532133.0,22.2,
10452,2021-02,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1686042.0,3.6,
10453,2021-02,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,18289.0
10454,2021-02,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,42727.0
10455,2021-02,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,134296.0
10456,2021-02,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,154053.0
10457,2021-02,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,122344.0
10458,2021-02,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,92335.0
10459,2021-02,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,40387.0
10460,2021-02,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,76832.0
10461,2021-02,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,158973.0
10462,2021-02,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,128639.0
10463,2021-02,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,178736.0
10464,2021-02,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,158439.0
10465,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre FTTH,N/A,Unidades,909611.0,,
10466,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre HFC,N/A,Unidades,7115.0,,
10467,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Accesos indirecto sobre par de cobre,N/A,Unidades,107398.0,,
10468,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,9430.0,,
10469,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,550971.0,,
10470,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,130245.0,,
10471,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA cobre,N/A,Unidades,55591.0,,
10472,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA FTTH,N/A,Unidades,923716.0,,
10473,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA Local,N/A,Unidades,1784362.0,,
10474,2021-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,4995.0,,
10475,2021-03,España,Banda ancha fija minorista,Líneas,Digi,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,247091.0,0.5,
10476,2021-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,158300.0,0.3,
10477,2021-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,549268.0,1.2,
10478,2021-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,354.0,0.0,
10479,2021-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,11376.0,0.0,
10480,2021-03,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,1862403.0,3.9,
10481,2021-03,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,105928.0,0.2,
10482,2021-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,4666204.0,9.8,
10483,2021-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,249728.0,0.5,
10484,2021-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,914378.0,1.9,
10485,2021-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3397380.0,7.2,
10486,2021-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,6808.0,0.0,
10487,2021-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,324.0,0.0,
10488,2021-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,487010.0,1.0,
10489,2021-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3268.0,0.0,
10490,2021-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,900.0,0.0,
10491,2021-03,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,1501962.0,3.2,
10492,2021-03,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1562930.0,3.3,
10493,2021-03,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,128146.0,0.3,
10494,2021-03,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,870900.0,1.8,
10495,2021-03,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1554639.0,3.3,
10496,2021-03,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,5754308.0,12.1,
10497,2021-03,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1401220.0,3.0,
10498,2021-03,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,13887474.0,29.3,
10499,2021-03,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,153549.0,0.3,
10500,2021-03,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1380619.0,2.9,
10501,2021-03,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1366167.0,2.9,
10502,2021-03,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,19665.0,0.0,
10503,2021-03,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9872655.0,20.8,
10504,2021-03,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1058463.0,2.2,
10505,2021-03,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9926655.0,20.9,
10506,2021-03,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1459192.0,3.1,
10507,2021-03,España,Telefonía fija,Líneas,Digi,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,87788.0,0.2,
10508,2021-03,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,226937.0,0.5,
10509,2021-03,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,503609.0,1.1,
10510,2021-03,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,33769.0,0.1,
10511,2021-03,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1678687.0,3.5,
10512,2021-03,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3281946.0,6.9,
10513,2021-03,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5090235.0,10.7,
10514,2021-03,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,486143.0,1.0,
10515,2021-03,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3360477.0,7.1,
10516,2021-03,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1520959.0,3.2,
10517,2021-03,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2612256.0,5.5,
10518,2021-03,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,211113.0
10519,2021-03,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,870904.0,1.8,
10520,2021-03,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1742527.0,3.7,
10521,2021-03,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,6620689.0,14.0,
10522,2021-03,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,3000336.0,6.3,
10523,2021-03,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,15272818.0,32.2,
10524,2021-03,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,894311.0,1.9,
10525,2021-03,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,7806588.0,16.5,
10526,2021-03,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1372624.0,2.9,
10527,2021-03,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,19665.0,0.0,
